scientific_name,vernacular_name,genus,subgenus,taxon_rank,family_name,exotic,threatened_species_status
Pinus radiata,,Pinus,,,Pinaceae,t,
Plantago lanceolata,,Plantago,,,Plantaginaceae,t,
Veronica arvensis,,Veronica,,,Plantaginaceae,t,
Veronica persica,,Veronica,,,Plantaginaceae,t,
Plumbago auriculata,,Plumbago,,,Plumbaginaceae,t,
Agrostis capillaris,,Agrostis,,,Poaceae,t,
Aira caryophyllea,,Aira,,,Poaceae,t,
Aira cupaniana,,Aira,,,Poaceae,t,
Andropogon virginicus,,Andropogon,,,Poaceae,t,
Anthoxanthum odoratum,,Anthoxanthum,,,Poaceae,t,
Avena fatua,,Avena,,,Poaceae,t,
Avena sativa,,Avena,,,Poaceae,t,
Avena sterilis,,Avena,,,Poaceae,t,
Axonopus compressus,,Axonopus,,,Poaceae,t,
Axonopus fissifolius,,Axonopus,,,Poaceae,t,
Briza maxima,,Briza,,,Poaceae,t,
Cyperus spp.,,,,,,f,
Briza minor,,Briza,,,Poaceae,t,
Bromus brevis,,Bromus,,,Poaceae,t,
Bromus catharticus,,Bromus,,,Poaceae,t,
Bromus diandrus,,Bromus,,,Poaceae,t,
Bromus rubens,,Bromus,,,Poaceae,t,
Cenchrus clandestinus,,Cenchrus,,,Poaceae,t,
Cenchrus longisetus,,Cenchrus,,,Poaceae,t,
Cenchrus setaceus,,Cenchrus,,,Poaceae,t,
Chloris gayana,,Chloris,,,Poaceae,t,
Chloris virgata,,Chloris,,,Poaceae,t,
Cortaderia selloana,,Cortaderia,,,Poaceae,t,
Dactylis glomerata,,Dactylis,,,Poaceae,t,
Digitaria ciliaris,,Digitaria,,,Poaceae,t,
Digitaria eriantha,,Digitaria,,,Poaceae,t,
Digitaria sanguinalis,,Digitaria,,,Poaceae,t,
Echinochloa crus-galli,,Echinochloa,,,Poaceae,t,
Ehrharta erecta,,Ehrharta,,,Poaceae,t,
Ehrharta longiflora,,Ehrharta,,,Poaceae,t,
Eleusine indica,,Eleusine,,,Poaceae,t,
Eleusine tristachya,,Eleusine,,,Poaceae,t,
Eragrostis cilianensis,,Eragrostis,,,Poaceae,t,
Eragrostis curvula,,Eragrostis,,,Poaceae,t,
Hyparrhenia hirta,,Hyparrhenia,,,Poaceae,t,
Lagurus ovatus,,Lagurus,,,Poaceae,t,
Lolium multiflorum,,Lolium,,,Poaceae,t,
Lolium perenne,,Lolium,,,Poaceae,t,
Lolium rigidum,,Lolium,,,Poaceae,t,
Megathyrsus maximus,,Megathyrsus,,,Poaceae,t,
Melinis repens,,Melinis,,,Poaceae,t,
Nassella neesiana,,Nassella,,,Poaceae,t,
Parapholis incurva,,Parapholis,,,Poaceae,t,
Paspalum dilatatum,,Paspalum,,,Poaceae,t,
Paspalum quadrifarium,,Paspalum,,,Poaceae,t,
Paspalum urvillei,,Paspalum,,,Poaceae,t,
Phalaris aquatica,,Phalaris,,,Poaceae,t,
Phalaris canariensis,,Phalaris,,,Poaceae,t,
Phyllostachys nigra,,Phyllostachys,,,Poaceae,t,
Poa annua,,Poa,,,Poaceae,t,
Poa pratensis,,Poa,,,Poaceae,t,
Polypogon lutosus,,Polypogon,,,Poaceae,t,
Setaria italica,,Setaria,,,Poaceae,t,
Setaria palmifolia,,Setaria,,,Poaceae,t,
Setaria parviflora,,Setaria,,,Poaceae,t,
Setaria pumila,,Setaria,,,Poaceae,t,
Sorghum halepense,,Sorghum,,,Poaceae,t,
Sporobolus africanus,,Sporobolus,,,Poaceae,t,
Sporobolus fertilis,,Sporobolus,,,Poaceae,t,
Sporobolus indicus,,Sporobolus,,,Poaceae,t,
Stenotaphrum secundatum,,Stenotaphrum,,,Poaceae,t,
Vulpia bromoides,,Vulpia,,,Poaceae,t,
Vulpia muralis,,Vulpia,,,Poaceae,t,
Vulpia myuros,,Vulpia,,,Poaceae,t,
Polygala myrtifolia,,Polygala,,,Polygalaceae,t,
Polygala virgata,,Polygala,,,Polygalaceae,t,
Persicaria capitata,,Persicaria,,,Polygonaceae,t,
Persicaria maculosa,,Persicaria,,,Polygonaceae,t,
Polygonum aviculare,,Polygonum,,,Polygonaceae,t,
Rumex conglomeratus,,Rumex,,,Polygonaceae,t,
Rumex crispus,,Rumex,,,Polygonaceae,t,
Rumex obtusifolius,,Rumex,,,Polygonaceae,t,
Rumex pulcher,,Rumex,,,Polygonaceae,t,
Lysimachia arvensis,,Lysimachia,,,Primulaceae,t,
Grevillea banksii,,Grevillea,,,Proteaceae,t,
Punica granatum,,Punica,,,Punicaceae,t,
Ranunculus muricatus,,Ranunculus,,,Ranunculaceae,t,
Ranunculus repens,,Ranunculus,,,Ranunculaceae,t,
Prunus persica,,Prunus,,,Rosaceae,t,
Rosa bracteata,,Rosa,,,Rosaceae,t,
Rosa rubiginosa,,Rosa,,,Rosaceae,t,
Galium aparine,,Galium,,,Rubiaceae,t,
Galium tricornutum,,Galium,,,Rubiaceae,t,
Richardia stellaris,,Richardia,,,Rubiaceae,t,
Sherardia arvensis,,Sherardia,,,Rubiaceae,t,
Calodendrum capense,,Calodendrum,,,Rutaceae,t,
Murraya paniculata,,Murraya,,,Rutaceae,t,
Populus alba,,Populus,,,Salicaceae,t,
Populus nigra,,Populus,,,Salicaceae,t,
Salix babylonica,,Salix,,,Salicaceae,t,
Salvinia molesta,,Salvinia,,,Salviniaceae,t,
Acer negundo,,Acer,,,Sapindaceae,t,
Cardiospermum grandiflorum,,Cardiospermum,,,Sapindaceae,t,
Misopates orontium,,Misopates,,,Scrophulariaceae,t,
Verbascum virgatum,,Verbascum,,,Scrophulariaceae,t,
Ailanthus altissima,,Ailanthus,,,Simaroubaceae,t,
Cestrum nocturnum,,Cestrum,,,Solanaceae,t,
Cestrum parqui,,Cestrum,,,Solanaceae,t,
Datura stramonium,,Datura,,,Solanaceae,t,
Lycium ferocissimum,,Lycium,,,Solanaceae,t,
Nicotiana tabacum,,Nicotiana,,,Solanaceae,t,
Physalis peruviana,,Physalis,,,Solanaceae,t,
Salpichroa origanifolia,,Salpichroa,,,Solanaceae,t,
Solanum americanum,,Solanum,,,Solanaceae,t,
Solanum chenopodioides,,Solanum,,,Solanaceae,t,
Solanum linnaeanum,,Solanum,,,Solanaceae,t,
Solanum mauritianum,,Solanum,,,Solanaceae,t,
Solanum pseudocapsicum,,Solanum,,,Solanaceae,t,
Solanum seaforthianum,,Solanum,,,Solanaceae,t,
Solanum sisymbriifolium,,Solanum,,,Solanaceae,t,
Strelitzia reginae,,Strelitzia,,,Strelitziaceae,t,
Camellia japonica,,Camellia,,,Theaceae,t,
Camellia sasanqua,,Camellia,,,Theaceae,t,
Tropaeolum majus,,Tropaeolum,,,Tropaeolaceae,t,
Celtis australis,,Celtis,,,Ulmaceae,t,
Celtis occidentalis,,Celtis,,,Ulmaceae,t,
Celtis sinensis,,Celtis,,,Ulmaceae,t,
Ulmus parvifolia,,Ulmus,,,Ulmaceae,t,
Parietaria judaica,,Parietaria,,,Urticaceae,t,
Urtica urens,,Urtica,,,Urticaceae,t,
Citharexylum spinosum,,Citharexylum,,,Verbenaceae,t,
Lantana camara,,Lantana,,,Verbenaceae,t,
Lantana montevidensis,,Lantana,,,Verbenaceae,t,
Verbena bonariensis,,Verbena,,,Verbenaceae,t,
Verbena hispida,,Verbena,,,Verbenaceae,t,
Verbena litoralis,,Verbena,,,Verbenaceae,t,
Verbena officinalis,,Verbena,,,Verbenaceae,t,
Verbena quadrangularis,,Verbena,,,Verbenaceae,t,
Viola odorata,,Viola,,,Violaceae,t,
Heterophylla sp.,,,,,,f,
Hedychium coronarium,,Hedychium,,,Zingiberaceae,t,
Hedychium gardnerianum,,Hedychium,,,Zingiberaceae,t,
Erythrina x sykesii,Thorny Coral Tree,Erythrina,,species,Fabaceae,t,
Solanum nigrum,Black Nightshade,Solanum,,species,Solanaceae,t,
Rubus ulmifolius,Blackberry,Rubus,,species,Rosaceae,t,
Olea europaea subsp. cuspidata,African Olive,Olea,,subspecies,Oleaceae,t,
Verbena incompta,Purple-top Verbena,Verbena,,species,Verbenaceae,t,
Ipomoea cairica,Mile-a-minute,Ipomoea,,species,Convolvulaceae,t,
Sagittaria platyphylla,Arrowhead,Sagittaria,,species,Alismataceae,t,
Sisyrinchium rosulatum,Scourweed,Sisyrinchium,,species,Iridaceae,t,
Hibbertia fumana,,Hibbertia,,,Dilleniaceae,f,critically endangered
Rhodamnia rubescens,,Rhodamnia,,,Myrtaceae,f,critically endangered
Hibbertia stricta,,Hibbertia,,,Dilleniaceae,f,endangered
Acacia terminalis,,Acacia,,,Fabaceae,f,endangered
Caesia parviflora,,Caesia,,,Asphodelaceae,f,endangered
Cheilanthes sieberi,,Cheilanthes,,,Pteridaceae,f,endangered
Deyeuxia appressa,,Deyeuxia,,,Poaceae,f,endangered
Persoonia nutans,,Persoonia,,,Proteaceae,f,endangered
Pimelea spicata,,Pimelea,,,Thymelaeaceae,f,endangered
Pomaderris brunnea,,Pomaderris,,,Rhamnaceae,f,endangered
Pultenaea pedunculata,,Pultenaea,,,Fabaceae,f,endangered
Pterostylis gibbosa,Illawarra Greenhood,Pterostylis,,species,Orchidaceae,f,endangered
Veronica lithophila,,Veronica,,species,Plantaginaceae,f,endangered
Phaius australis,Southern Swamp Orchid,Phaius,,species,Orchidaceae,f,endangered
Diploglottis campbellii,Small-leaved Tamarind,Diploglottis,,species,Sapindaceae,f,endangered
Eucalyptus scoparia,Wallangarra White Gum,Eucalyptus,,species,Myrtaceae,f,endangered
Sarcochilus hartmannii,Hartman's Sarcochilus,Sarcochilus,,species,Orchidaceae,f,vulnerable
Bulbophyllum globuliforme,Miniature Mossorchid,Bulbophyllum,,species,Orchidaceae,f,vulnerable
Eucalyptus camfieldii,Camfield's Stringybark,Eucalyptus,,species,Myrtaceae,f,vulnerable
Hakea archaeoides,Big Nellie Hakea,Hakea,,species,Proteaceae,f,vulnerable
Syzygium moorei,Durobby,Syzygium,,species,Myrtaceae,f,vulnerable
Eucalyptus caleyi,Caleys Ironbark,Eucalyptus,,species,Myrtaceae,f,vulnerable
Leucopogon exolasius,,Leucopogon,,species,Ericaceae,f,vulnerable
Patersonia sp.,,,,,,f,
Acacia hispidula,,Acacia,,,Fabaceae,f,
Acacia pycnantha,,Acacia,,,Fabaceae,f,
Acianthus pusillus,,Acianthus,,,Orchidaceae,f,
Acronychia oblongifolia,,Acronychia,,,Rutaceae,f,
Alisma plantago-aquatica,,Alisma,,,Alismataceae,f,
Amyema congener,,Amyema,,,Loranthaceae,f,
Aphanopetalum resinosum,,Aphanopetalum,,,Aphanopetalaceae,f,
Aristida benthamii,,Aristida,,,Poaceae,f,
Aristida calycina,,Aristida,,,Poaceae,f,
Austrostipa verticillata,,Austrostipa,,,Poaceae,f,
Azolla pinnata,,Azolla,,,Salviniaceae,f,
Baeckea linifolia,,Baeckea,,,Myrtaceae,f,
Bauera rubioides,,Bauera,,,Cunoniaceae,f,
Blechnum ambiguum,,Blechnum,,,Blechnaceae,f,
Blechnum camfieldii,,Blechnum,,,Blechnaceae,f,
Blechnum cartilagineum,,Blechnum,,,Blechnaceae,f,
Boronia polygalifolia,,Boronia,,,Rutaceae,f,
Bossiaea ensata,,Bossiaea,,,Fabaceae,f,
Bothriochloa decipiens,,Bothriochloa,,,Poaceae,f,
Brachyscome graminea,,Brachyscome,,,Asteraceae,f,
Caladenia alata,,Caladenia,,,Orchidaceae,f,
Caladenia fuscata,,Caladenia,,,Orchidaceae,f,
Caleana major,,Caleana,,,Orchidaceae,f,
Calochilus gracillimus,,Calochilus,,,Orchidaceae,f,
Calochilus robertsonii,,Calochilus,,,Orchidaceae,f,
Calytrix tetragona,,Calytrix,,,Myrtaceae,f,
Anthosachne kingiana,,Anthosachne,,,Poaceae,f,critically endangered
Acacia podalyriifolia,,Acacia,,,Fabaceae,f,
Cissus antarctica,,Cissus,,,Vitaceae,f,
Cissus hypoglauca,,Cissus,,,Vitaceae,f,
Cladium procerum,,Cladium,,,Cyperaceae,f,
Correa reflexa,,Correa,,,Rutaceae,f,
Lindsaea linearis,,Lindsaea,,,Lindsaeaceae,f,
Poa sieberiana,,Poa,,,Poaceae,f,
Veronica plebeia,,Veronica,,,Plantaginaceae,f,
Viminaria juncea,,Viminaria,,,Fabaceae,f,
Viola banksii,,Viola,,,Violaceae,f,
Viola hederacea,,Viola,,,Violaceae,f,
Vittadinia cuneata,,Vittadinia,,,Asteraceae,f,
Vittadinia sulcata,,Vittadinia,,,Asteraceae,f,
Wahlenbergia capillaris,,Wahlenbergia,,,Campanulaceae,f,
Wahlenbergia gracilis,,Wahlenbergia,,,Campanulaceae,f,
Wahlenbergia stricta,,Wahlenbergia,,,Campanulaceae,f,
Westringia fruticosa,,Westringia,,,Lamiaceae,f,
Westringia longifolia,,Westringia,,,Lamiaceae,f,
Woollsia pungens,,Woollsia,,,Ericaceae,f,
Xanthorrhoea arborea,,Xanthorrhoea,,,Xanthorrhoeaceae,f,
Xanthorrhoea concava,,Xanthorrhoea,,,Xanthorrhoeaceae,f,
Xanthorrhoea media,,Xanthorrhoea,,,Xanthorrhoeaceae,f,
Xanthorrhoea minor,,Xanthorrhoea,,,Xanthorrhoeaceae,f,
Xanthorrhoea resinosa,,Xanthorrhoea,,,Xanthorrhoeaceae,f,
Xanthosia pilosa,,Xanthosia,,,Apiaceae,f,
Xanthosia tridentata,,Xanthosia,,,Apiaceae,f,
Xylomelum pyriforme,,Xylomelum,,,Proteaceae,f,
Zieria pilosa,,Zieria,,,Rutaceae,f,
Zoysia macrantha,,Zoysia,,,Poaceae,f,
Sambucus australasica,,Sambucus,,,Adoxaceae,f,
Sagittaria graminea,,Sagittaria,,,Alismataceae,f,
Apium prostratum,,Apium,,,Apiaceae,f,
Centella cordifolia,,Centella,,,Apiaceae,f,
Hydrocotyle laxiflora,,Hydrocotyle,,,Apiaceae,f,
Platysace lanceolata,,Platysace,,,Apiaceae,f,
Leichhardtia flavescens,,Leichhardtia,,,Apocynaceae,f,
Polyscias sambucifolia,,Polyscias,,,Araliaceae,f,
Archontophoenix cunninghamiana,,Archontophoenix,,,Arecaceae,f,
Howea forsteriana,,Howea,,,Arecaceae,f,
Livistona australis,,Livistona,,,Arecaceae,f,
Dianella longifolia,,Dianella,,,Asphodelaceae,f,
Dianella prunina,,Dianella,,,Asphodelaceae,f,
Cordyline stricta,,Cordyline,,,Asparagaceae,f,
Symphyotrichum subulatum,,Symphyotrichum,,,Asteraceae,f,
Brachyscome multifida,,Brachyscome,,,Asteraceae,f,
Calotis cuneata,,Calotis,,,Asteraceae,f,
Cassinia aculeata,,Cassinia,,,Asteraceae,f,
Cassinia uncata,,Cassinia,,,Asteraceae,f,
Chrysocephalum semipapposum,,Chrysocephalum,,,Asteraceae,f,
Erigeron bonariensis,,Erigeron,,,Asteraceae,f,
Erigeron sumatrensis,,Erigeron,,,Asteraceae,f,
Cymbonotus lawsonianus,,Cymbonotus,,,Asteraceae,f,
Zieria smithii,,Zieria,,,Rutaceae,f,endangered population
Wilsonia backhousei,,Wilsonia,,,Convolvulaceae,f,vulnerable
Senecio bathurstianus,,Senecio,,,Asteraceae,f,
Senecio prenanthoides,,Senecio,,,Asteraceae,f,
Xerochrysum bracteatum,,Xerochrysum,,,Asteraceae,f,
Brassica rapa,,Brassica,,,Brassicaceae,f,
Lepidium pseudohyssopifolium,,Lepidium,,,Brassicaceae,f,
Spergularia marina,,Spergularia,,,Caryophyllaceae,f,
Dysphania glomulifera,,Dysphania,,,Chenopodiaceae,f,
Einadia nutans,,Einadia,,,Chenopodiaceae,f,
Hypericum japonicum,,Hypericum,,,Hypericaceae,f,
Crassula helmsii,,Crassula,,,Crassulaceae,f,
Carex fascicularis,,Carex,,,Cyperaceae,f,
Cyperus enervis,,Cyperus,,,Cyperaceae,f,
Ficinia nodosa,,Ficinia,,,Cyperaceae,f,
Gahnia erythrocarpa,,Gahnia,,,Cyperaceae,f,
Lepidosperma filiforme,,Lepidosperma,,,Cyperaceae,f,
Lepidosperma latens,,Lepidosperma,,,Cyperaceae,f,
Lepidosperma urophorum,,Lepidosperma,,,Cyperaceae,f,
Scleria mackaviensis,,Scleria,,,Cyperaceae,f,
Tetraria capillaris,,Tetraria,,,Cyperaceae,f,
Hibbertia linearis,,Hibbertia,,,Dilleniaceae,f,
Hibbertia monogyna,,Hibbertia,,,Dilleniaceae,f,
Tetratheca juncea,,Tetratheca,,,Elaeocarpaceae,f,vulnerable
Hibbertia riparia,,Hibbertia,,,Dilleniaceae,f,
Hibbertia serpyllifolia,,Hibbertia,,,Dilleniaceae,f,
Doryanthes excelsa,,Doryanthes,,,Doryanthaceae,f,
Epacris obtusifolia,,Epacris,,,Ericaceae,f,
Canna indica,,Canna,,,Cannaceae,t,
Hibbertia puberula,,Hibbertia,,,Dilleniaceae,f,endangered
Eriocaulon scariosum,,Eriocaulon,,,Eriocaulaceae,f,
Alchornea ilicifolia,,Alchornea,,,Euphorbiaceae,f,
Senna barronfieldii,,Senna,,,Fabaceae,f,
Aotus ericoides,,Aotus,,,Fabaceae,f,
Bossiaea buxifolia,,Bossiaea,,,Fabaceae,f,
Bossiaea rhombifolia,,Bossiaea,,,Fabaceae,f,
Castanospermum australe,,Castanospermum,,,Fabaceae,f,
Daviesia genistifolia,,Daviesia,,,Fabaceae,f,
Daviesia ulicifolia,,Daviesia,,,Fabaceae,f,
Dillwynia rudis,,Dillwynia,,,Fabaceae,f,
Gompholobium minus,,Gompholobium,,,Fabaceae,f,
Hovea heterophylla,,Hovea,,,Fabaceae,f,
Hovea purpurea,,Hovea,,,Fabaceae,f,
Hovea speciosa,,Hovea,,,Fabaceae,f,
Kennedia prostrata,,Kennedia,,,Fabaceae,f,
Mirbelia baueri,,Mirbelia,,,Fabaceae,f,
Phyllota grandiflora,,Phyllota,,,Fabaceae,f,
Platylobium formosum,,Platylobium,,,Fabaceae,f,
Pultenaea linophylla,,Pultenaea,,,Fabaceae,f,
Pultenaea microphylla,,Pultenaea,,,Fabaceae,f,
Pultenaea mollis,,Pultenaea,,,Fabaceae,f,
Glycine clandestina,,Glycine,,,Fabaceae,f,endangered population
Pultenaea stipularis,,Pultenaea,,,Fabaceae,f,
Swainsona galegifolia,,Swainsona,,,Fabaceae,f,
Acacia buxifolia,,Acacia,,,Fabaceae,f,
Acacia cultriformis,,Acacia,,,Fabaceae,f,
Acacia elata,,Acacia,,,Fabaceae,f,
Acacia elongata,,Acacia,,,Fabaceae,f,
Acacia falciformis,,Acacia,,,Fabaceae,f,
Acacia linearifolia,,Acacia,,,Fabaceae,f,
Acacia rubida,,Acacia,,,Fabaceae,f,
Acacia saliciformis,,Acacia,,,Fabaceae,f,
Acacia schinoides,,Acacia,,,Fabaceae,f,
Goodenia heterophylla,,Goodenia,,,Goodeniaceae,f,
Gonocarpus longifolius,,Gonocarpus,,,Haloragaceae,f,
Gonocarpus teucrioides,,Gonocarpus,,,Haloragaceae,f,
Hypoxis hygrometrica,,Hypoxis,,,Hypoxidaceae,f,
Sisyrinchium micranthum,,Sisyrinchium,,,Iridaceae,f,
Luzula densiflora,,Luzula,,,Juncaceae,f,
Cycnogeton multifructum,,Cycnogeton,,,Juncaginaceae,f,
Cycnogeton procerum,,Cycnogeton,,,Juncaginaceae,f,
Ajuga australis,,Ajuga,,,Lamiaceae,f,
Utricularia australis,,Utricularia,,,Lentibulariaceae,f,
Utricularia dichotoma,,Utricularia,,,Lentibulariaceae,f,
Utricularia lateriflora,,Utricularia,,,Lentibulariaceae,f,
Utricularia uliginosa,,Utricularia,,,Lentibulariaceae,f,
Lomandra confertifolia,,Lomandra,,,Lomandraceae,f,
Lomandra filiformis,,Lomandra,,,Lomandraceae,f,
Lomandra fluviatilis,,Lomandra,,,Lomandraceae,f,
Pultenaea parviflora,,Pultenaea,,,Fabaceae,f,endangered
Acacia bynoeana,,Acacia,,,Fabaceae,f,endangered
Abutilon oxycarpum,,Abutilon,,,Malvaceae,f,
Lagunaria patersonia,,Lagunaria,,,Malvaceae,f,
Toona ciliata,,Toona,,,Meliaceae,f,
Stephania japonica,,Stephania,,,Menispermaceae,f,
Palmeria scandens,,Palmeria,,,Monimiaceae,f,
Ficus obliqua,,Ficus,,,Moraceae,f,
Callistemon subulatus,,Callistemon,,,Myrtaceae,f,
Corymbia eximia,,Corymbia,,,Myrtaceae,f,
Eucalyptus consideniana,,Eucalyptus,,,Myrtaceae,f,
Eucalyptus elata,,Eucalyptus,,,Myrtaceae,f,
Eucalyptus haemastoma,,Eucalyptus,,,Myrtaceae,f,
Eucalyptus mannifera,,Eucalyptus,,,Myrtaceae,f,
Eucalyptus melliodora,,Eucalyptus,,,Myrtaceae,f,
Eucalyptus obstans,,Eucalyptus,,,Myrtaceae,f,
Eucalyptus punctata,,Eucalyptus,,,Myrtaceae,f,
Eucalyptus sieberi,,Eucalyptus,,,Myrtaceae,f,
Eucalyptus squamosa,,Eucalyptus,,,Myrtaceae,f,
Eucalyptus viminalis,,Eucalyptus,,,Myrtaceae,f,
Harmogia densifolia,,Harmogia,,,Myrtaceae,f,
Leptospermum lanigerum,,Leptospermum,,,Myrtaceae,f,
Leptospermum polyanthum,,Leptospermum,,,Myrtaceae,f,
Leptospermum trinervium,,Leptospermum,,,Myrtaceae,f,
Melaleuca sieberi,,Melaleuca,,,Myrtaceae,f,
Syzygium australe,,Syzygium,,,Myrtaceae,f,
Tristaniopsis laurina,,Tristaniopsis,,,Myrtaceae,f,
Najas tenuifolia,,Najas,,,Najadaceae,f,
Acianthus exsertus,,Acianthus,,,Orchidaceae,f,
Pterostylis erecta,,Pterostylis,,,Orchidaceae,f,
Oxalis chnoodes,,Oxalis,,,Oxalidaceae,f,
Glochidion ferdinandi,,Glochidion,,,Phyllanthaceae,f,
Poranthera corymbosa,,Poranthera,,,Phyllanthaceae,f,
Hymenosporum flavum,,Hymenosporum,,,Pittosporaceae,f,
Vicia sp.,Vetch,Vicia,,genus,Fabaceae,f,
Aristida vagans,,Aristida,,,Poaceae,f,
Austrostipa rudis,,Austrostipa,,,Poaceae,f,
Chascolytrum subaristatum,,Chascolytrum,,,Poaceae,f,
Capillipedium parviflorum,,Capillipedium,,,Poaceae,f,
Seringia denticulata,,Seringia,,,Malvaceae,f,endangered population
Eucalyptus nicholii,,Eucalyptus,,,Myrtaceae,f,vulnerable
Entolasia stricta,,Entolasia,,,Poaceae,f,
Imperata cylindrica,,Imperata,,,Poaceae,f,
Lachnagrostis aemula,,Lachnagrostis,,,Poaceae,f,
Paspalidium gracile,,Paspalidium,,,Poaceae,f,
Rytidosperma semiannulare,,Rytidosperma,,,Poaceae,f,
Rytidosperma tenuius,,Rytidosperma,,,Poaceae,f,
Sporobolus virginicus,,Sporobolus,,,Poaceae,f,
Podocarpus elatus,,Podocarpus,,,Podocarpaceae,f,
Rumex sagittatus,,Rumex,,,Polygonaceae,f,
Persicaria strigosa,,Persicaria,,,Polygonaceae,f,
Banksia aemula,,Banksia,,,Proteaceae,f,
Conospermum ericifolium,,Conospermum,,,Proteaceae,f,
Grevillea buxifolia,,Grevillea,,,Proteaceae,f,
Grevillea linearifolia,,Grevillea,,,Proteaceae,f,
Grevillea speciosa,,Grevillea,,,Proteaceae,f,
Hakea gibbosa,,Hakea,,,Proteaceae,f,
Hakea propinqua,,Hakea,,,Proteaceae,f,
Isopogon anethifolius,,Isopogon,,,Proteaceae,f,
Macadamia integrifolia,,Macadamia,,,Proteaceae,f,
Persoonia pinifolia,,Persoonia,,,Proteaceae,f,
Stenocarpus sinuatus,,Stenocarpus,,,Proteaceae,f,
Ranunculus inundatus,,Ranunculus,,,Ranunculaceae,f,
Hypolaena fastigiata,,Hypolaena,,,Restionaceae,f,
Sporadanthus gracilis,,Sporadanthus,,,Restionaceae,f,
Cryptandra ericoides,,Cryptandra,,,Rhamnaceae,f,
Emmenosperma alphitonioides,,Emmenosperma,,,Rhamnaceae,f,
Galium propinquum,,Galium,,,Rubiaceae,f,
Boronia pinnata,,Boronia,,,Rutaceae,f,
Crowea saligna,,Crowea,,,Rutaceae,f,
Leionema dentatum,,Leionema,,,Rutaceae,f,
Philotheca salsolifolia,,Philotheca,,,Rutaceae,f,
Philotheca scabra,,Philotheca,,,Rutaceae,f,
Cupaniopsis anacardioides,,Cupaniopsis,,,Sapindaceae,f,
Diploglottis australis,,Diploglottis,,,Sapindaceae,f,
Dodonaea viscosa,,Dodonaea,,,Sapindaceae,f,
Melilotus indicus,,Melilotus,,,Fabaceae,t,
Grevillea juniperina,,Grevillea,,,Proteaceae,f,vulnerable
Verbena rigida,,Verbena,,,Verbenaceae,f,
Viola betonicifolia,,Viola,,,Violaceae,f,
Asparagus setaceus,,Asparagus,,,Asparagaceae,f,
Sphagnum australe,,Sphagnum,,,Sphagnaceae,f,
Desmodium varians,,Desmodium,,,Fabaceae,f,
Nyssanthes erecta,,Nyssanthes,,,Amaranthaceae,f,
Echinopogon intermedius,,Echinopogon,,,Poaceae,f,
Phoenix dactylifera,,Phoenix,,,Arecaceae,f,
Bursaria spinosa subsp. spinosa,Sweet Bursaria,Bursaria,,subspecies,Pittosporaceae,f,
Hibbertia hypericoides,Yellow Buttercups,Hibbertia,,species,Dilleniaceae,f,
Corymbia calophylla,Marri,Corymbia,,species,Myrtaceae,f,
Hakea lorea,Corkbark Tree,Hakea,,species,Proteaceae,f,
Ipomoea muelleri,Poison Morning-glory,Ipomoea,,species,Convolvulaceae,f,
Adansonia gregorii,Boab,Adansonia,,species,Malvaceae,f,
Cochlospermum fraseri,Kapok Bush,Cochlospermum,,species,Bixaceae,f,
Spathodea campanulata,West African Tulip Tree,Spathodea,,species,Bignoniaceae,f,
Swainsona formosa,Sturt Pea,Swainsona,,species,Fabaceae,f,
Philotheca buxifolia subsp. buxifolia,,Philotheca,,subspecies,Rutaceae,f,
Nymphoides crenata,Wavy Marshwort,Nymphoides,,species,Menyanthaceae,f,
Vicia hirsuta,Hairy Vetch,Vicia,,species,Fabaceae,f,
Cyperus alterniflorus,Nutgrass,Cyperus,,species,Cyperaceae,f,
Bidens alba,,Bidens,,species,Asteraceae,f,
Heptapleurum actinophyllum,Umbrella Tree,Heptapleurum,,species,Araliaceae,f,
Talinum paniculatum,Talinum,Talinum,,species,Portulacaceae,f,
Parthenocissus quinquefolia,Virginia Creeper,Parthenocissus,,species,Vitaceae,f,
Samolus valerandi,Brookweed,Samolus,,species,Primulaceae,f,
Potamogeton suboblongus,Mānihi,Potamogeton,,species,Potamogetonaceae,f,
Polypogon monspeliensis,Annual Beardgrass,Polypogon,,species,Poaceae,f,
Euphorbia paralias,Sea Spurge,Euphorbia,,species,Euphorbiaceae,f,
Solanum chrysotrichum,Devil`s Fig,Solanum,,species,Solanaceae,f,
Grevillea venusta,Grevillea,Grevillea,,species,Proteaceae,f,
Calystegia sepium,Hedge Bindweed,Calystegia,,species,Convolvulaceae,f,
Carica papaya,Papaya,Carica,,species,Caricaceae,f,
Cassia sp.,Cassia,Cassia,,genus,Fabaceae,f,
Phyllostachys sp.,Bamboo,Phyllostachys,,genus,Poaceae,f,
Physalis spp.,,,,,,f,
Pinus sp.,Pine,Pinus,,genus,Pinaceae,f,
Digitaria violascens,,Digitaria,,,Poaceae,t,
Chrysanthemoides monilifera subsp. monilifera,African Boneseed,Chrysanthemoides,,subspecies,Asteraceae,t,
Polygonum arenastrum,Wireweed,Polygonum,,species,Polygonaceae,t,
Rubus anglocandicans,Blackberry,Rubus,,species,Rosaceae,t,
Crocosmia x crocosmiiflora,Montbretia,Crocosmia,,species,Iridaceae,t,
Senna pendula var. glabrata,Easter Cassia,Senna,,variety,Fabaceae,t,
Conyza spp.,Fleabane,Conyza,,genus,Asteraceae,t,
Cotoneaster spp.,Cotoneaster,Cotoneaster,,genus,Rosaceae,t,
