scientific_name,vernacular_name,family_name,taxon_rank,threatened_species_status,genus,subgenus,exotic,native
Scutellaria racemosa,,Lamiaceae,,,Scutellaria,,t,
Stachys arvensis,,Lamiaceae,,,Stachys,,t,
Cinnamomum camphora,,Lauraceae,,,Cinnamomum,,t,
Lilium formosanum,,Liliaceae,,,Lilium,,t,
Linum trigynum,,Linaceae,,,Linum,,t,
Gelsemium sempervirens,,Loganiaceae,,,Gelsemium,,t,
Lagerstroemia indica,,Lythraceae,,,Lagerstroemia,,t,
Cotoneaster glaucophyllus,,Rosaceae,,,Cotoneaster,,t,
Cotoneaster pannosus,,Rosaceae,,,Cotoneaster,,t,
Eriobotrya japonica,,Rosaceae,,,Eriobotrya,,t,
Malus domestica,,Rosaceae,,,Malus,,t,
Photinia serratifolia,,Rosaceae,,,Photinia,,t,
Pyracantha angustifolia,,Rosaceae,,,Pyracantha,,t,
Rhaphiolepis indica,,Rosaceae,,,Rhaphiolepis,,t,
Hibiscus rosa-sinensis,,Malvaceae,,,Hibiscus,,t,
Malva neglecta,,Malvaceae,,,Malva,,t,
Malva nicaeensis,,Malvaceae,,,Malva,,t,
Malva parviflora,,Malvaceae,,,Malva,,t,
Malva sylvestris,,Malvaceae,,,Malva,,t,
Modiola caroliniana,,Malvaceae,,,Modiola,,t,
Pavonia hastata,,Malvaceae,,,Pavonia,,t,
Sida rhombifolia,,Malvaceae,,,Sida,,t,
Urena lobata,,Malvaceae,,,Urena,,t,
Tibouchina urvilleana,,Melastomataceae,,,Tibouchina,,t,
Ficus benjamina,,Moraceae,,,Ficus,,t,
Ficus microcarpa,,Moraceae,,,Ficus,,t,
Morus alba,,Moraceae,,,Morus,,t,
Morus nigra,,Moraceae,,,Morus,,t,
Agonis flexuosa,,Myrtaceae,,,Agonis,,t,
Corymbia ficifolia,,Myrtaceae,,,Corymbia,,t,
Eucalyptus cladocalyx,,Myrtaceae,,,Eucalyptus,,t,
Metrosideros excelsa,,Myrtaceae,,,Metrosideros,,t,
Psidium guajava,,Myrtaceae,,,Psidium,,t,
Nandina domestica,,Berberidaceae,,,Nandina,,t,
Nelumbo nucifera,,Nelumbonaceae,,,Nelumbo,,t,
Nymphaea alba,,Nymphaeaceae,,,Nymphaea,,t,
Ochna serrulata,,Ochnaceae,,,Ochna,,t,
Jasminum polyanthum,,Oleaceae,,,Jasminum,,t,
Ligustrum lucidum,,Oleaceae,,,Ligustrum,,t,
Ligustrum sinense,,Oleaceae,,,Ligustrum,,t,
Olea europaea,,Oleaceae,,,Olea,,t,
Ludwigia peruviana,,Onagraceae,,,Ludwigia,,t,
Oenothera glazioviana,,Onagraceae,,,Oenothera,,t,
Oxalis corniculata,,Oxalidaceae,,,Oxalis,,t,
Oxalis latifolia,,Oxalidaceae,,,Oxalis,,t,
Oxalis pes-caprae,,Oxalidaceae,,,Oxalis,,t,
Oxalis purpurea,,Oxalidaceae,,,Oxalis,,t,
Papaver hybridum,,Papaveraceae,,,Papaver,,t,
Passiflora caerulea,,Passifloraceae,,,Passiflora,,t,
Passiflora edulis,,Passifloraceae,,,Passiflora,,t,
Passiflora morifolia,,Passifloraceae,,,Passiflora,,t,
Passiflora suberosa,,Passifloraceae,,,Passiflora,,t,
Passiflora subpeltata,,Passifloraceae,,,Passiflora,,t,
Phyllanthus tenellus,,Phyllanthaceae,,,Phyllanthus,,t,
Phytolacca octandra,,Phytolaccaceae,,,Phytolacca,,t,
Pinus radiata,,Pinaceae,,,Pinus,,t,
Plantago lanceolata,,Plantaginaceae,,,Plantago,,t,
Veronica arvensis,,Plantaginaceae,,,Veronica,,t,
Veronica persica,,Plantaginaceae,,,Veronica,,t,
Plumbago auriculata,,Plumbaginaceae,,,Plumbago,,t,
Agrostis capillaris,,Poaceae,,,Agrostis,,t,
Aira caryophyllea,,Poaceae,,,Aira,,t,
Aira cupaniana,,Poaceae,,,Aira,,t,
Andropogon virginicus,,Poaceae,,,Andropogon,,t,
Anthoxanthum odoratum,,Poaceae,,,Anthoxanthum,,t,
Avena fatua,,Poaceae,,,Avena,,t,
Avena sativa,,Poaceae,,,Avena,,t,
Avena sterilis,,Poaceae,,,Avena,,t,
Axonopus compressus,,Poaceae,,,Axonopus,,t,
Axonopus fissifolius,,Poaceae,,,Axonopus,,t,
Briza maxima,,Poaceae,,,Briza,,t,
Cyperus spp.,,,,,,,f,
Briza minor,,Poaceae,,,Briza,,t,
Bromus brevis,,Poaceae,,,Bromus,,t,
Bromus catharticus,,Poaceae,,,Bromus,,t,
Bromus diandrus,,Poaceae,,,Bromus,,t,
Bromus rubens,,Poaceae,,,Bromus,,t,
Cenchrus clandestinus,,Poaceae,,,Cenchrus,,t,
Cenchrus longisetus,,Poaceae,,,Cenchrus,,t,
Cenchrus setaceus,,Poaceae,,,Cenchrus,,t,
Chloris gayana,,Poaceae,,,Chloris,,t,
Chloris virgata,,Poaceae,,,Chloris,,t,
Cortaderia selloana,,Poaceae,,,Cortaderia,,t,
Dactylis glomerata,,Poaceae,,,Dactylis,,t,
Digitaria ciliaris,,Poaceae,,,Digitaria,,t,
Digitaria eriantha,,Poaceae,,,Digitaria,,t,
Digitaria sanguinalis,,Poaceae,,,Digitaria,,t,
Echinochloa crus-galli,,Poaceae,,,Echinochloa,,t,
Ehrharta erecta,,Poaceae,,,Ehrharta,,t,
Ehrharta longiflora,,Poaceae,,,Ehrharta,,t,
Eleusine indica,,Poaceae,,,Eleusine,,t,
Eleusine tristachya,,Poaceae,,,Eleusine,,t,
Eragrostis cilianensis,,Poaceae,,,Eragrostis,,t,
Eragrostis curvula,,Poaceae,,,Eragrostis,,t,
Hyparrhenia hirta,,Poaceae,,,Hyparrhenia,,t,
Lagurus ovatus,,Poaceae,,,Lagurus,,t,
Lolium multiflorum,,Poaceae,,,Lolium,,t,
Lolium perenne,,Poaceae,,,Lolium,,t,
Lolium rigidum,,Poaceae,,,Lolium,,t,
Megathyrsus maximus,,Poaceae,,,Megathyrsus,,t,
Melinis repens,,Poaceae,,,Melinis,,t,
Nassella neesiana,,Poaceae,,,Nassella,,t,
Parapholis incurva,,Poaceae,,,Parapholis,,t,
Paspalum dilatatum,,Poaceae,,,Paspalum,,t,
Paspalum quadrifarium,,Poaceae,,,Paspalum,,t,
Paspalum urvillei,,Poaceae,,,Paspalum,,t,
Phalaris aquatica,,Poaceae,,,Phalaris,,t,
Phalaris canariensis,,Poaceae,,,Phalaris,,t,
Phyllostachys nigra,,Poaceae,,,Phyllostachys,,t,
Poa annua,,Poaceae,,,Poa,,t,
Poa pratensis,,Poaceae,,,Poa,,t,
Polypogon lutosus,,Poaceae,,,Polypogon,,t,
Setaria italica,,Poaceae,,,Setaria,,t,
Setaria palmifolia,,Poaceae,,,Setaria,,t,
Setaria parviflora,,Poaceae,,,Setaria,,t,
Setaria pumila,,Poaceae,,,Setaria,,t,
Sorghum halepense,,Poaceae,,,Sorghum,,t,
Sporobolus africanus,,Poaceae,,,Sporobolus,,t,
Sporobolus fertilis,,Poaceae,,,Sporobolus,,t,
Sporobolus indicus,,Poaceae,,,Sporobolus,,t,
Stenotaphrum secundatum,,Poaceae,,,Stenotaphrum,,t,
Vulpia bromoides,,Poaceae,,,Vulpia,,t,
Vulpia muralis,,Poaceae,,,Vulpia,,t,
Vulpia myuros,,Poaceae,,,Vulpia,,t,
Polygala myrtifolia,,Polygalaceae,,,Polygala,,t,
Polygala virgata,,Polygalaceae,,,Polygala,,t,
Persicaria capitata,,Polygonaceae,,,Persicaria,,t,
Persicaria maculosa,,Polygonaceae,,,Persicaria,,t,
Polygonum aviculare,,Polygonaceae,,,Polygonum,,t,
Rumex conglomeratus,,Polygonaceae,,,Rumex,,t,
Rumex crispus,,Polygonaceae,,,Rumex,,t,
Rumex obtusifolius,,Polygonaceae,,,Rumex,,t,
Rumex pulcher,,Polygonaceae,,,Rumex,,t,
Lysimachia arvensis,,Primulaceae,,,Lysimachia,,t,
Grevillea banksii,,Proteaceae,,,Grevillea,,t,
Punica granatum,,Punicaceae,,,Punica,,t,
Ranunculus muricatus,,Ranunculaceae,,,Ranunculus,,t,
Ranunculus repens,,Ranunculaceae,,,Ranunculus,,t,
Prunus persica,,Rosaceae,,,Prunus,,t,
Rosa bracteata,,Rosaceae,,,Rosa,,t,
Rosa rubiginosa,,Rosaceae,,,Rosa,,t,
Galium aparine,,Rubiaceae,,,Galium,,t,
Galium tricornutum,,Rubiaceae,,,Galium,,t,
Richardia stellaris,,Rubiaceae,,,Richardia,,t,
Sherardia arvensis,,Rubiaceae,,,Sherardia,,t,
Calodendrum capense,,Rutaceae,,,Calodendrum,,t,
Murraya paniculata,,Rutaceae,,,Murraya,,t,
Populus alba,,Salicaceae,,,Populus,,t,
Populus nigra,,Salicaceae,,,Populus,,t,
Salix babylonica,,Salicaceae,,,Salix,,t,
Salvinia molesta,,Salviniaceae,,,Salvinia,,t,
Acer negundo,,Sapindaceae,,,Acer,,t,
Cardiospermum grandiflorum,,Sapindaceae,,,Cardiospermum,,t,
Misopates orontium,,Scrophulariaceae,,,Misopates,,t,
Verbascum virgatum,,Scrophulariaceae,,,Verbascum,,t,
Ailanthus altissima,,Simaroubaceae,,,Ailanthus,,t,
Cestrum nocturnum,,Solanaceae,,,Cestrum,,t,
Cestrum parqui,,Solanaceae,,,Cestrum,,t,
Datura stramonium,,Solanaceae,,,Datura,,t,
Lycium ferocissimum,,Solanaceae,,,Lycium,,t,
Nicotiana tabacum,,Solanaceae,,,Nicotiana,,t,
Physalis peruviana,,Solanaceae,,,Physalis,,t,
Salpichroa origanifolia,,Solanaceae,,,Salpichroa,,t,
Solanum americanum,,Solanaceae,,,Solanum,,t,
Solanum chenopodioides,,Solanaceae,,,Solanum,,t,
Solanum linnaeanum,,Solanaceae,,,Solanum,,t,
Solanum mauritianum,,Solanaceae,,,Solanum,,t,
Solanum pseudocapsicum,,Solanaceae,,,Solanum,,t,
Solanum seaforthianum,,Solanaceae,,,Solanum,,t,
Solanum sisymbriifolium,,Solanaceae,,,Solanum,,t,
Strelitzia reginae,,Strelitziaceae,,,Strelitzia,,t,
Camellia japonica,,Theaceae,,,Camellia,,t,
Camellia sasanqua,,Theaceae,,,Camellia,,t,
Tropaeolum majus,,Tropaeolaceae,,,Tropaeolum,,t,
Celtis australis,,Ulmaceae,,,Celtis,,t,
Celtis occidentalis,,Ulmaceae,,,Celtis,,t,
Celtis sinensis,,Ulmaceae,,,Celtis,,t,
Ulmus parvifolia,,Ulmaceae,,,Ulmus,,t,
Parietaria judaica,,Urticaceae,,,Parietaria,,t,
Urtica urens,,Urticaceae,,,Urtica,,t,
Citharexylum spinosum,,Verbenaceae,,,Citharexylum,,t,
Lantana camara,,Verbenaceae,,,Lantana,,t,
Lantana montevidensis,,Verbenaceae,,,Lantana,,t,
Verbena bonariensis,,Verbenaceae,,,Verbena,,t,
Verbena hispida,,Verbenaceae,,,Verbena,,t,
Verbena litoralis,,Verbenaceae,,,Verbena,,t,
Verbena officinalis,,Verbenaceae,,,Verbena,,t,
Verbena quadrangularis,,Verbenaceae,,,Verbena,,t,
Viola odorata,,Violaceae,,,Viola,,t,
Heterophylla sp.,,,,,,,f,
Hedychium coronarium,,Zingiberaceae,,,Hedychium,,t,
Hedychium gardnerianum,,Zingiberaceae,,,Hedychium,,t,
Erythrina x sykesii,Thorny Coral Tree,Fabaceae,species,,Erythrina,,t,
Solanum nigrum,Black Nightshade,Solanaceae,species,,Solanum,,t,
Rubus ulmifolius,Blackberry,Rosaceae,species,,Rubus,,t,
Olea europaea subsp. cuspidata,African Olive,Oleaceae,subspecies,,Olea,,t,
Verbena incompta,Purple-top Verbena,Verbenaceae,species,,Verbena,,t,
Ipomoea cairica,Mile-a-minute,Convolvulaceae,species,,Ipomoea,,t,
Sagittaria platyphylla,Arrowhead,Alismataceae,species,,Sagittaria,,t,
Sisyrinchium rosulatum,Scourweed,Iridaceae,species,,Sisyrinchium,,t,
Hibbertia fumana,,Dilleniaceae,,critically endangered,Hibbertia,,f,
Rhodamnia rubescens,,Myrtaceae,,critically endangered,Rhodamnia,,f,
Hibbertia stricta,,Dilleniaceae,,endangered,Hibbertia,,f,
Acacia terminalis,,Fabaceae,,endangered,Acacia,,f,
Caesia parviflora,,Asphodelaceae,,endangered,Caesia,,f,
Cheilanthes sieberi,,Pteridaceae,,endangered,Cheilanthes,,f,
Deyeuxia appressa,,Poaceae,,endangered,Deyeuxia,,f,
Persoonia nutans,,Proteaceae,,endangered,Persoonia,,f,
Pimelea spicata,,Thymelaeaceae,,endangered,Pimelea,,f,
Pomaderris brunnea,,Rhamnaceae,,endangered,Pomaderris,,f,
Pultenaea pedunculata,,Fabaceae,,endangered,Pultenaea,,f,
Pterostylis gibbosa,Illawarra Greenhood,Orchidaceae,species,endangered,Pterostylis,,f,
Veronica lithophila,,Plantaginaceae,species,endangered,Veronica,,f,
Phaius australis,Southern Swamp Orchid,Orchidaceae,species,endangered,Phaius,,f,
Diploglottis campbellii,Small-leaved Tamarind,Sapindaceae,species,endangered,Diploglottis,,f,
Eucalyptus scoparia,Wallangarra White Gum,Myrtaceae,species,endangered,Eucalyptus,,f,
Sarcochilus hartmannii,Hartman's Sarcochilus,Orchidaceae,species,vulnerable,Sarcochilus,,f,
Bulbophyllum globuliforme,Miniature Mossorchid,Orchidaceae,species,vulnerable,Bulbophyllum,,f,
Eucalyptus camfieldii,Camfield's Stringybark,Myrtaceae,species,vulnerable,Eucalyptus,,f,
Hakea archaeoides,Big Nellie Hakea,Proteaceae,species,vulnerable,Hakea,,f,
Syzygium moorei,Durobby,Myrtaceae,species,vulnerable,Syzygium,,f,
Eucalyptus caleyi,Caleys Ironbark,Myrtaceae,species,vulnerable,Eucalyptus,,f,
Leucopogon exolasius,,Ericaceae,species,vulnerable,Leucopogon,,f,
Patersonia sp.,,,,,,,f,
Acacia hispidula,,Fabaceae,,,Acacia,,f,
Acacia pycnantha,,Fabaceae,,,Acacia,,f,
Acianthus pusillus,,Orchidaceae,,,Acianthus,,f,
Acronychia oblongifolia,,Rutaceae,,,Acronychia,,f,
Alisma plantago-aquatica,,Alismataceae,,,Alisma,,f,
Amyema congener,,Loranthaceae,,,Amyema,,f,
Aphanopetalum resinosum,,Aphanopetalaceae,,,Aphanopetalum,,f,
Aristida benthamii,,Poaceae,,,Aristida,,f,
Aristida calycina,,Poaceae,,,Aristida,,f,
Austrostipa verticillata,,Poaceae,,,Austrostipa,,f,
Azolla pinnata,,Salviniaceae,,,Azolla,,f,
Baeckea linifolia,,Myrtaceae,,,Baeckea,,f,
Bauera rubioides,,Cunoniaceae,,,Bauera,,f,
Blechnum ambiguum,,Blechnaceae,,,Blechnum,,f,
Blechnum camfieldii,,Blechnaceae,,,Blechnum,,f,
Blechnum cartilagineum,,Blechnaceae,,,Blechnum,,f,
Boronia polygalifolia,,Rutaceae,,,Boronia,,f,
Bossiaea ensata,,Fabaceae,,,Bossiaea,,f,
Bothriochloa decipiens,,Poaceae,,,Bothriochloa,,f,
Brachyscome graminea,,Asteraceae,,,Brachyscome,,f,
Caladenia alata,,Orchidaceae,,,Caladenia,,f,
Caladenia fuscata,,Orchidaceae,,,Caladenia,,f,
Caleana major,,Orchidaceae,,,Caleana,,f,
Calochilus gracillimus,,Orchidaceae,,,Calochilus,,f,
Calochilus robertsonii,,Orchidaceae,,,Calochilus,,f,
Calytrix tetragona,,Myrtaceae,,,Calytrix,,f,
Anthosachne kingiana,,Poaceae,,critically endangered,Anthosachne,,f,
Acacia podalyriifolia,,Fabaceae,,,Acacia,,f,
Cissus antarctica,,Vitaceae,,,Cissus,,f,
Cissus hypoglauca,,Vitaceae,,,Cissus,,f,
Cladium procerum,,Cyperaceae,,,Cladium,,f,
Correa reflexa,,Rutaceae,,,Correa,,f,
Lindsaea linearis,,Lindsaeaceae,,,Lindsaea,,f,
Poa sieberiana,,Poaceae,,,Poa,,f,
Veronica plebeia,,Plantaginaceae,,,Veronica,,f,
Viminaria juncea,,Fabaceae,,,Viminaria,,f,
Viola banksii,,Violaceae,,,Viola,,f,
Viola hederacea,,Violaceae,,,Viola,,f,
Vittadinia cuneata,,Asteraceae,,,Vittadinia,,f,
Vittadinia sulcata,,Asteraceae,,,Vittadinia,,f,
Wahlenbergia capillaris,,Campanulaceae,,,Wahlenbergia,,f,
Wahlenbergia gracilis,,Campanulaceae,,,Wahlenbergia,,f,
Wahlenbergia stricta,,Campanulaceae,,,Wahlenbergia,,f,
Westringia fruticosa,,Lamiaceae,,,Westringia,,f,
Westringia longifolia,,Lamiaceae,,,Westringia,,f,
Woollsia pungens,,Ericaceae,,,Woollsia,,f,
Xanthorrhoea arborea,,Xanthorrhoeaceae,,,Xanthorrhoea,,f,
Xanthorrhoea concava,,Xanthorrhoeaceae,,,Xanthorrhoea,,f,
Xanthorrhoea media,,Xanthorrhoeaceae,,,Xanthorrhoea,,f,
Xanthorrhoea minor,,Xanthorrhoeaceae,,,Xanthorrhoea,,f,
Xanthorrhoea resinosa,,Xanthorrhoeaceae,,,Xanthorrhoea,,f,
Xanthosia pilosa,,Apiaceae,,,Xanthosia,,f,
Xanthosia tridentata,,Apiaceae,,,Xanthosia,,f,
Xylomelum pyriforme,,Proteaceae,,,Xylomelum,,f,
Zieria pilosa,,Rutaceae,,,Zieria,,f,
Zoysia macrantha,,Poaceae,,,Zoysia,,f,
Sambucus australasica,,Adoxaceae,,,Sambucus,,f,
Sagittaria graminea,,Alismataceae,,,Sagittaria,,f,
Apium prostratum,,Apiaceae,,,Apium,,f,
Centella cordifolia,,Apiaceae,,,Centella,,f,
Hydrocotyle laxiflora,,Apiaceae,,,Hydrocotyle,,f,
Platysace lanceolata,,Apiaceae,,,Platysace,,f,
Leichhardtia flavescens,,Apocynaceae,,,Leichhardtia,,f,
Polyscias sambucifolia,,Araliaceae,,,Polyscias,,f,
Archontophoenix cunninghamiana,,Arecaceae,,,Archontophoenix,,f,
Howea forsteriana,,Arecaceae,,,Howea,,f,
Livistona australis,,Arecaceae,,,Livistona,,f,
Dianella longifolia,,Asphodelaceae,,,Dianella,,f,
Dianella prunina,,Asphodelaceae,,,Dianella,,f,
Cordyline stricta,,Asparagaceae,,,Cordyline,,f,
Symphyotrichum subulatum,,Asteraceae,,,Symphyotrichum,,f,
Brachyscome multifida,,Asteraceae,,,Brachyscome,,f,
Calotis cuneata,,Asteraceae,,,Calotis,,f,
Cassinia aculeata,,Asteraceae,,,Cassinia,,f,
Cassinia uncata,,Asteraceae,,,Cassinia,,f,
Chrysocephalum semipapposum,,Asteraceae,,,Chrysocephalum,,f,
Erigeron bonariensis,,Asteraceae,,,Erigeron,,f,
Erigeron sumatrensis,,Asteraceae,,,Erigeron,,f,
Cymbonotus lawsonianus,,Asteraceae,,,Cymbonotus,,f,
Zieria smithii,,Rutaceae,,endangered population,Zieria,,f,
Wilsonia backhousei,,Convolvulaceae,,vulnerable,Wilsonia,,f,
Senecio bathurstianus,,Asteraceae,,,Senecio,,f,
Senecio prenanthoides,,Asteraceae,,,Senecio,,f,
Xerochrysum bracteatum,,Asteraceae,,,Xerochrysum,,f,
Brassica rapa,,Brassicaceae,,,Brassica,,f,
Lepidium pseudohyssopifolium,,Brassicaceae,,,Lepidium,,f,
Spergularia marina,,Caryophyllaceae,,,Spergularia,,f,
Dysphania glomulifera,,Chenopodiaceae,,,Dysphania,,f,
Einadia nutans,,Chenopodiaceae,,,Einadia,,f,
Hypericum japonicum,,Hypericaceae,,,Hypericum,,f,
Crassula helmsii,,Crassulaceae,,,Crassula,,f,
Carex fascicularis,,Cyperaceae,,,Carex,,f,
Cyperus enervis,,Cyperaceae,,,Cyperus,,f,
Ficinia nodosa,,Cyperaceae,,,Ficinia,,f,
Gahnia erythrocarpa,,Cyperaceae,,,Gahnia,,f,
Lepidosperma filiforme,,Cyperaceae,,,Lepidosperma,,f,
Lepidosperma latens,,Cyperaceae,,,Lepidosperma,,f,
Lepidosperma urophorum,,Cyperaceae,,,Lepidosperma,,f,
Scleria mackaviensis,,Cyperaceae,,,Scleria,,f,
Tetraria capillaris,,Cyperaceae,,,Tetraria,,f,
Hibbertia linearis,,Dilleniaceae,,,Hibbertia,,f,
Hibbertia monogyna,,Dilleniaceae,,,Hibbertia,,f,
Tetratheca juncea,,Elaeocarpaceae,,vulnerable,Tetratheca,,f,
Hibbertia riparia,,Dilleniaceae,,,Hibbertia,,f,
Hibbertia serpyllifolia,,Dilleniaceae,,,Hibbertia,,f,
Doryanthes excelsa,,Doryanthaceae,,,Doryanthes,,f,
Epacris obtusifolia,,Ericaceae,,,Epacris,,f,
Canna indica,,Cannaceae,,,Canna,,t,
Hibbertia puberula,,Dilleniaceae,,endangered,Hibbertia,,f,
Eriocaulon scariosum,,Eriocaulaceae,,,Eriocaulon,,f,
Alchornea ilicifolia,,Euphorbiaceae,,,Alchornea,,f,
Senna barronfieldii,,Fabaceae,,,Senna,,f,
Aotus ericoides,,Fabaceae,,,Aotus,,f,
Bossiaea buxifolia,,Fabaceae,,,Bossiaea,,f,
Bossiaea rhombifolia,,Fabaceae,,,Bossiaea,,f,
Castanospermum australe,,Fabaceae,,,Castanospermum,,f,
Daviesia genistifolia,,Fabaceae,,,Daviesia,,f,
Daviesia ulicifolia,,Fabaceae,,,Daviesia,,f,
Dillwynia rudis,,Fabaceae,,,Dillwynia,,f,
Gompholobium minus,,Fabaceae,,,Gompholobium,,f,
Hovea heterophylla,,Fabaceae,,,Hovea,,f,
Hovea purpurea,,Fabaceae,,,Hovea,,f,
Hovea speciosa,,Fabaceae,,,Hovea,,f,
Kennedia prostrata,,Fabaceae,,,Kennedia,,f,
Mirbelia baueri,,Fabaceae,,,Mirbelia,,f,
Phyllota grandiflora,,Fabaceae,,,Phyllota,,f,
Platylobium formosum,,Fabaceae,,,Platylobium,,f,
Pultenaea linophylla,,Fabaceae,,,Pultenaea,,f,
Pultenaea microphylla,,Fabaceae,,,Pultenaea,,f,
Pultenaea mollis,,Fabaceae,,,Pultenaea,,f,
Glycine clandestina,,Fabaceae,,endangered population,Glycine,,f,
Pultenaea stipularis,,Fabaceae,,,Pultenaea,,f,
Swainsona galegifolia,,Fabaceae,,,Swainsona,,f,
Acacia buxifolia,,Fabaceae,,,Acacia,,f,
Acacia cultriformis,,Fabaceae,,,Acacia,,f,
Acacia elata,,Fabaceae,,,Acacia,,f,
Acacia elongata,,Fabaceae,,,Acacia,,f,
Acacia falciformis,,Fabaceae,,,Acacia,,f,
Acacia linearifolia,,Fabaceae,,,Acacia,,f,
Acacia rubida,,Fabaceae,,,Acacia,,f,
Acacia saliciformis,,Fabaceae,,,Acacia,,f,
Acacia schinoides,,Fabaceae,,,Acacia,,f,
Goodenia heterophylla,,Goodeniaceae,,,Goodenia,,f,
Gonocarpus longifolius,,Haloragaceae,,,Gonocarpus,,f,
Gonocarpus teucrioides,,Haloragaceae,,,Gonocarpus,,f,
Hypoxis hygrometrica,,Hypoxidaceae,,,Hypoxis,,f,
Sisyrinchium micranthum,,Iridaceae,,,Sisyrinchium,,f,
Luzula densiflora,,Juncaceae,,,Luzula,,f,
Cycnogeton multifructum,,Juncaginaceae,,,Cycnogeton,,f,
Cycnogeton procerum,,Juncaginaceae,,,Cycnogeton,,f,
Ajuga australis,,Lamiaceae,,,Ajuga,,f,
Utricularia australis,,Lentibulariaceae,,,Utricularia,,f,
Utricularia dichotoma,,Lentibulariaceae,,,Utricularia,,f,
Utricularia lateriflora,,Lentibulariaceae,,,Utricularia,,f,
Utricularia uliginosa,,Lentibulariaceae,,,Utricularia,,f,
Lomandra confertifolia,,Lomandraceae,,,Lomandra,,f,
Lomandra filiformis,,Lomandraceae,,,Lomandra,,f,
Lomandra fluviatilis,,Lomandraceae,,,Lomandra,,f,
Pultenaea parviflora,,Fabaceae,,endangered,Pultenaea,,f,
Acacia bynoeana,,Fabaceae,,endangered,Acacia,,f,
Abutilon oxycarpum,,Malvaceae,,,Abutilon,,f,
Lagunaria patersonia,,Malvaceae,,,Lagunaria,,f,
Toona ciliata,,Meliaceae,,,Toona,,f,
Stephania japonica,,Menispermaceae,,,Stephania,,f,
Palmeria scandens,,Monimiaceae,,,Palmeria,,f,
Ficus obliqua,,Moraceae,,,Ficus,,f,
Callistemon subulatus,,Myrtaceae,,,Callistemon,,f,
Corymbia eximia,,Myrtaceae,,,Corymbia,,f,
Eucalyptus consideniana,,Myrtaceae,,,Eucalyptus,,f,
Eucalyptus elata,,Myrtaceae,,,Eucalyptus,,f,
Eucalyptus haemastoma,,Myrtaceae,,,Eucalyptus,,f,
Eucalyptus mannifera,,Myrtaceae,,,Eucalyptus,,f,
Eucalyptus melliodora,,Myrtaceae,,,Eucalyptus,,f,
Eucalyptus obstans,,Myrtaceae,,,Eucalyptus,,f,
Eucalyptus punctata,,Myrtaceae,,,Eucalyptus,,f,
Eucalyptus sieberi,,Myrtaceae,,,Eucalyptus,,f,
Eucalyptus squamosa,,Myrtaceae,,,Eucalyptus,,f,
Eucalyptus viminalis,,Myrtaceae,,,Eucalyptus,,f,
Harmogia densifolia,,Myrtaceae,,,Harmogia,,f,
Leptospermum lanigerum,,Myrtaceae,,,Leptospermum,,f,
Leptospermum polyanthum,,Myrtaceae,,,Leptospermum,,f,
Leptospermum trinervium,,Myrtaceae,,,Leptospermum,,f,
Melaleuca sieberi,,Myrtaceae,,,Melaleuca,,f,
Syzygium australe,,Myrtaceae,,,Syzygium,,f,
Tristaniopsis laurina,,Myrtaceae,,,Tristaniopsis,,f,
Najas tenuifolia,,Najadaceae,,,Najas,,f,
Acianthus exsertus,,Orchidaceae,,,Acianthus,,f,
Pterostylis erecta,,Orchidaceae,,,Pterostylis,,f,
Oxalis chnoodes,,Oxalidaceae,,,Oxalis,,f,
Glochidion ferdinandi,,Phyllanthaceae,,,Glochidion,,f,
Poranthera corymbosa,,Phyllanthaceae,,,Poranthera,,f,
Hymenosporum flavum,,Pittosporaceae,,,Hymenosporum,,f,
Vicia sp.,Vetch,Fabaceae,genus,,Vicia,,f,
Aristida vagans,,Poaceae,,,Aristida,,f,
Austrostipa rudis,,Poaceae,,,Austrostipa,,f,
Chascolytrum subaristatum,,Poaceae,,,Chascolytrum,,f,
Capillipedium parviflorum,,Poaceae,,,Capillipedium,,f,
Seringia denticulata,,Malvaceae,,endangered population,Seringia,,f,
Eucalyptus nicholii,,Myrtaceae,,vulnerable,Eucalyptus,,f,
Entolasia stricta,,Poaceae,,,Entolasia,,f,
Imperata cylindrica,,Poaceae,,,Imperata,,f,
Lachnagrostis aemula,,Poaceae,,,Lachnagrostis,,f,
Paspalidium gracile,,Poaceae,,,Paspalidium,,f,
Rytidosperma semiannulare,,Poaceae,,,Rytidosperma,,f,
Rytidosperma tenuius,,Poaceae,,,Rytidosperma,,f,
Sporobolus virginicus,,Poaceae,,,Sporobolus,,f,
Podocarpus elatus,,Podocarpaceae,,,Podocarpus,,f,
Rumex sagittatus,,Polygonaceae,,,Rumex,,f,
Persicaria strigosa,,Polygonaceae,,,Persicaria,,f,
Banksia aemula,,Proteaceae,,,Banksia,,f,
Conospermum ericifolium,,Proteaceae,,,Conospermum,,f,
Grevillea buxifolia,,Proteaceae,,,Grevillea,,f,
Grevillea linearifolia,,Proteaceae,,,Grevillea,,f,
Grevillea speciosa,,Proteaceae,,,Grevillea,,f,
Hakea gibbosa,,Proteaceae,,,Hakea,,f,
Hakea propinqua,,Proteaceae,,,Hakea,,f,
Isopogon anethifolius,,Proteaceae,,,Isopogon,,f,
Macadamia integrifolia,,Proteaceae,,,Macadamia,,f,
Persoonia pinifolia,,Proteaceae,,,Persoonia,,f,
Stenocarpus sinuatus,,Proteaceae,,,Stenocarpus,,f,
Ranunculus inundatus,,Ranunculaceae,,,Ranunculus,,f,
